2023	1	0	5.63	-3.62	3.36	0.40	579.7	2.47
2023	1	1	5.09	-4.28	-1.79	1.83	582.3	3.38
2023	1	2	5.17	-4.55	1.29	1.22	561.1	3.51
2023	1	3	5.00	-4.50	-1.97	-0.40	567.6	3.25
2023	1	4	4.85	-2.66	-0.22	1.37	586.0	2.86
2023	1	5	4.95	-2.09	2.16	0.84	583.3	2.67
2023	1	6	4.76	-4.38	1.25	1.32	551.9	2.38
2023	1	7	4.74	-4.65	0.06	0.16	546.1	2.52
2023	1	8	4.77	-3.14	2.20	1.47	552.7	2.95
2023	1	9	4.94	-1.90	1.63	-3.70	568.8	2.45
2023	1	10	4.94	-3.52	2.69	0.39	540.2	2.65
2023	1	11	4.83	-3.84	-0.60	2.75	542.0	2.57
2023	1	13	4.66	-2.94	2.08	-0.65	539.8	2.59
2023	1	14	4.68	-3.01	2.68	-1.10	531.5	2.76
2023	1	15	4.81	0.08	4.58	-1.27	552.6	2.73
2023	1	17	4.27	-3.37	2.36	-0.35	512.2	3.41
2023	1	18	3.88	0.47	2.60	-2.00	532.7	3.03
2023	1	19	4.56	-1.15	3.03	-2.79	506.5	3.10
2023	1	20	3.50	-0.78	0.89	-2.99	514.9	3.21
2023	1	21	4.12	-3.25	1.27	1.88	494.8	3.78
2023	1	22	4.46	-3.62	0.10	-1.27	484.9	3.74
2023	1	23	4.86	-3.92	-0.95	-2.09	486.4	3.49
2023	2	0	4.80	1.34	3.09	-3.28	522.5	2.98
2023	2	1	4.59	-0.56	3.63	-1.44	526.2	3.54
2023	2	2	4.52	-2.71	2.69	-1.01	495.1	3.53
2023	2	3	4.56	-3.35	2.32	1.23	486.7	3.08
2023	2	4	4.82	1.23	3.71	-1.69	523.6	2.95
2023	2	5	4.55	-2.65	3.42	-0.09	488.1	3.38
2023	2	6	4.38	-3.06	1.98	2.11	475.8	3.21
2023	2	7	4.14	-3.45	1.96	0.51	478.0	2.70
2023	2	8	4.08	-2.87	2.36	1.44	478.2	2.51
2023	2	9	3.00	-1.30	0.17	-0.89	465.9	3.33
2023	2	11	3.39	2.82	-1.67	-0.79	486.9	2.98
2023	2	12	3.48	-0.37	-1.52	-2.82	458.0	3.28
2023	2	13	3.59	-0.32	-0.43	-3.41	456.4	3.67
2023	2	14	4.30	1.60	3.91	0.16	458.6	3.39
2023	2	15	3.68	0.98	3.32	1.21	450.0	3.02
2023	2	16	1.90	-0.21	-1.14	-1.10	447.8	3.82
2023	2	17	3.00	-1.73	1.73	-0.36	417.0	4.06
2023	2	18	3.75	-1.01	3.48	-0.43	418.0	4.19
2023	2	20	3.81	0.84	-0.53	-2.40	419.3	4.46
2023	2	22	3.67	0.75	-3.04	-1.51	413.7	5.25
2023	2	23	3.77	1.32	1.56	-3.04	420.5	4.19
2023	3	0	3.56	-2.12	1.95	1.43	405.5	4.71
2023	3	1	2.94	-1.48	1.81	-1.53	406.4	4.88
2023	3	2	4.22	0.30	2.50	3.34	416.0	3.69
2023	3	3	4.03	-2.45	1.09	2.97	398.0	3.65
2023	3	4	2.78	-0.27	0.61	-2.14	410.6	4.30
2023	3	5	3.16	0.27	2.96	-0.58	412.0	3.79
2023	3	6	3.80	0.23	1.79	3.33	403.9	3.48
2023	3	7	1.35	0.34	-0.41	-0.92	409.0	3.90
2023	3	8	2.54	1.30	0.16	-1.96	409.4	3.92
2023	3	9	2.84	1.35	0.05	0.17	412.1	3.68
2023	3	10	3.32	-0.83	3.10	-0.38	386.7	3.71
2023	3	11	2.81	-1.02	2.05	-0.97	385.4	4.06
2023	3	12	2.53	-0.86	2.11	-1.08	381.8	3.97
2023	3	13	3.17	-2.87	0.81	0.03	366.8	4.13
2023	3	14	3.41	-2.68	-0.29	-1.13	370.2	5.18
2023	3	15	3.89	1.89	1.93	-2.26	387.0	4.15
2023	3	16	4.54	0.59	1.10	-4.21	386.9	4.72
2023	3	17	5.57	0.74	-0.66	-4.58	392.5	5.65
2023	3	18	6.53	-5.03	-2.80	-3.07	379.1	6.01
2023	3	19	5.33	1.33	3.40	-0.35	392.3	7.35
2023	3	20	4.74	2.87	3.21	-1.91	402.6	7.73
2023	3	21	6.26	5.22	3.45	-0.14	423.9	8.93
2023	3	22	5.24	-2.25	1.00	-1.16	394.4	10.65
2023	3	23	8.46	1.36	4.56	-5.81	423.9	12.88
2023	4	0	10.11	1.32	8.73	-4.89	429.4	14.79
2023	4	1	11.62	5.93	8.90	-4.51	432.0	15.20
2023	4	2	10.07	5.94	6.76	-4.50	430.9	19.19
2023	4	3	12.13	-0.53	2.74	-11.62	422.6	4.48
2023	4	4	12.80	-0.95	4.62	-11.90	408.2	2.84
2023	4	5	13.52	-1.22	7.44	-11.22	407.0	3.12
2023	4	6	15.62	-2.66	10.05	-11.65	418.9	2.89
2023	4	7	17.04	-1.61	14.07	-9.46	415.0	4.49
2023	4	8	18.35	0.26	17.67	-4.87	417.4	7.04
2023	4	9	18.65	-0.39	18.51	-2.16	420.1	6.96
2023	4	10	18.90	-0.65	18.85	1.07	416.4	5.89
2023	4	11	18.82	-0.25	18.22	4.71	403.1	5.09
2023	4	12	18.76	0.06	17.27	7.27	393.9	3.70
2023	4	13	18.56	-3.08	14.17	11.58	402.4	4.91
2023	4	14	17.02	1.73	13.55	10.02	395.0	7.83
2023	4	15	14.52	2.62	13.23	5.07	396.4	32.84
2023	4	16	15.53	0.63	5.17	14.64	399.8	24.36
2023	4	17	15.35	0.58	6.00	14.10	399.2	21.91
2023	4	18	16.50	2.73	7.75	14.27	396.9	11.12
2023	4	19	16.70	1.33	1.11	16.59	394.8	14.70
2023	4	20	17.26	2.14	0.49	17.11	388.6	12.76
2023	4	21	17.64	0.72	-3.20	17.30	384.5	10.32
2023	4	22	17.50	-0.66	-5.81	16.38	387.6	10.97
2023	4	23	17.03	-0.13	-8.08	14.99	384.9	11.61
2023	5	0	16.95	1.03	-7.98	14.69	380.3	12.58
2023	5	1	16.87	-1.26	-6.64	15.12	383.2	13.08
2023	5	2	17.40	0.63	-7.83	15.50	381.2	11.59
2023	5	3	18.32	1.40	-9.79	15.42	380.4	11.97
2023	5	4	19.89	2.15	-10.55	16.71	388.2	16.04
2023	5	5	19.26	1.32	-14.09	13.07	386.7	16.02
2023	5	6	19.21	1.63	-15.20	11.63	378.6	14.07
2023	5	7	19.67	2.03	-16.52	10.47	377.3	19.47
2023	5	8	19.02	0.87	-15.98	10.24	378.0	17.29
2023	5	9	18.28	2.16	-16.87	6.68	374.2	17.10
2023	5	10	16.78	2.27	-16.19	3.70	368.8	15.87
2023	5	11	16.91	3.00	-13.39	9.85	362.8	13.33
2023	5	12	16.21	0.66	-11.57	-11.31	354.1	7.87
2023	5	13	14.78	0.85	-14.44	-2.99	355.5	12.43
2023	5	14	14.24	0.53	-11.81	-7.90	354.5	7.70
2023	5	15	13.60	0.99	-11.04	-7.87	345.5	6.47
2023	5	16	12.19	1.24	-10.16	-6.48	352.2	10.09
2023	5	17	12.04	3.33	-10.83	-3.19	338.0	9.73
2023	5	18	11.66	3.70	-10.33	-3.88	340.8	8.23
2023	5	19	11.36	-0.35	-9.59	-6.02	372.6	7.53
2023	5	20	10.86	3.78	-9.88	-1.81	332.2	7.31
2023	5	21	10.72	2.58	-9.08	-4.78	334.7	8.39
2023	5	22	11.29	3.46	-10.61	-1.73	340.8	6.09
2023	5	23	8.86	-0.94	-5.89	6.08	351.9	4.99
2023	6	0	8.72	0.11	-6.29	5.30	352.6	4.49
